event_id,fire_start_date,fire_end_date,fire_duration_days,fire_latitude,fire_longitude,fire_max_frp,fire_avg_frp,fire_total_frp,confidence,station_id,station_name,station_distance_km,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
0,2013-01-06,2013-01-21,16,32.6637,-115.6121,341.3,74.25000000000001,891.0000000000002,100,74718503144,"IMPERIAL CO AIRPORT, CA US",19.380096234002675,46.52,66.0,63.42,0.0,5,3.7599999999999993,8.9,20.5,465.2
1,2013-01-30,2013-01-30,1,32.6602,-114.5714,14.1,12.85,25.7,71,74003503145,"YUMA MCAS, AZ US",5.150941694574261,55.17241379310346,79.0,66.89655172413794,1.02,26,6.317241379310344,25.1,22.155172413793107,49.26108374384237
2,2013-01-22,2013-01-30,9,32.7461,-114.35,7.9,7.75,15.5,55,99999953154,"YUMA 27 ENE, AZ US",20.47273660676503,50.4952380952381,76.1,64.32857142857144,0.0,21,,,9999.899999999998,504.95238095238096
3,2013-01-12,2013-01-12,1,32.828,-115.5322,12.3,12.3,12.3,65,74718503144,"IMPERIAL CO AIRPORT, CA US",4.978816128679271,50.32727272727273,77.0,66.62727272727273,0.03,10,5.2272727272727275,29.9,25.55454545454545,387.13286713286715
4,2013-01-28,2013-01-28,1,32.844,-115.3714,334.0,334.0,334.0,100,74718503144,"IMPERIAL CO AIRPORT, CA US",22.79644787898397,51.96296296296296,78.1,67.53333333333333,0.65,24,4.296296296296297,29.9,26.04444444444444,69.28395061728395
5,2013-01-21,2013-01-21,1,32.9396,-115.5494,42.7,26.26666666666667,78.80000000000001,87,74718503144,"IMPERIAL CO AIRPORT, CA US",12.034297909358587,49.404999999999994,77.0,65.78,0.03,19,4.635000000000002,29.9,22.085,380.0384615384615
6,2013-01-13,2013-01-28,16,33.1176,-115.4538,77.9,41.13333333333333,123.4,83,74718503144,"IMPERIAL CO AIRPORT, CA US",34.23704613606755,50.050000000000004,77.0,65.89999999999999,0.03,11,5.158333333333333,29.9,25.466666666666665,385.0
7,2013-01-30,2013-01-31,2,33.4381,-114.7174,40.2,20.766666666666666,62.3,71,74718823158,"BLYTHE ASOS, CA US",20.05582565868864,51.73103448275862,75.9,65.45172413793104,0.77,27,5.862068965517242,28.0,21.275862068965516,59.46095917558463
9,2013-01-30,2013-01-30,1,34.2046,-118.9763,10.4,9.35,18.700000000000003,73,72392623136,"CAMARILLO AIRPORT, CA US",12.379687628967739,55.88965517241379,84.0,68.05862068965519,1.2599999999999998,24,7.537931034482759,28.9,28.151724137931026,41.09533468559838
10,2013-01-31,2013-01-31,1,34.3345,-119.2808,5.4,5.4,5.4,53,72392793110,"OXNARD VENTURA CO AIRPORT, CA US",17.171000872322207,53.646666666666654,82.0,64.96333333333334,1.0999999999999999,24,6.4433333333333325,24.1,31.630000000000003,44.70555555555555
