event_id,fire_start_date,fire_end_date,fire_duration_days,fire_latitude,fire_longitude,fire_max_frp,fire_avg_frp,fire_total_frp,confidence,station_id,station_name,station_distance_km,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
0,2012-01-09,2012-01-30,22,32.6419,-114.6319,69.7,41.18333333333333,247.1,93,74003503145,"YUMA MCAS, AZ US",1.9147512869562782,63.012499999999996,80.1,77.52499999999999,0.0,8,6.125,20.0,24.35,630.1249999999999
1,2012-01-19,2012-01-19,1,32.6748,-115.6362,43.8,26.7,53.4,88,72281023199,"EL CENTRO NAF, CA US",17.760352768371998,55.955555555555556,81.0,73.15555555555555,0.0,18,2.161111111111111,5.1,27.66111111111111,559.5555555555555
2,2012-01-17,2012-01-17,1,32.6837,-114.0732,34.0,20.35,40.7,82,99999953154,"YUMA 27 ENE, AZ US",21.10831580988879,56.46875,80.6,73.31875,0.0,16,,,9999.9,564.6875
3,2012-01-19,2012-01-19,1,32.731,-115.4106,19.0,18.25,36.5,72,74718503144,"IMPERIAL CO AIRPORT, CA US",21.718582116592916,55.605555555555554,80.1,72.97777777777777,0.0,18,3.5888888888888886,25.1,29.338888888888885,556.0555555555555
4,2012-01-17,2012-01-17,1,32.7411,-115.7001,14.6,14.6,14.6,53,72281023199,"EL CENTRO NAF, CA US",10.908191444277367,56.54375,81.0,73.925,0.0,16,2.2624999999999997,5.1,27.1875,565.4375
6,2012-01-19,2012-01-19,1,32.9356,-115.399,11.8,11.3,22.6,55,74718503144,"IMPERIAL CO AIRPORT, CA US",22.672405583422332,55.605555555555554,80.1,72.97777777777777,0.0,18,3.5888888888888886,25.1,29.338888888888885,556.0555555555555
7,2012-01-19,2012-01-20,2,32.9767,-116.6013,901.0,192.2222222222222,1729.9999999999998,100,74505653120,"RAMONA AIRPORT, CA US",35.58615494832569,52.31111111111111,86.0,73.02777777777779,0.1,16,3.0777777777777775,22.9,28.805555555555557,261.55555555555554
8,2012-01-17,2012-01-17,1,33.1795,-115.5471,287.6,159.47500000000002,637.9000000000001,94,74718503144,"IMPERIAL CO AIRPORT, CA US",38.418880128072125,56.175,80.1,73.725,0.0,16,3.5312499999999996,25.1,28.8875,561.7499999999999
9,2012-01-18,2012-01-19,2,33.3764,-116.8364,51.3,32.075,128.3,90,74505653120,"RAMONA AIRPORT, CA US",38.58597086624135,52.96470588235294,86.0,73.38823529411765,0.1,15,3.088235294117647,22.0,28.7235294117647,264.8235294117647
10,2012-01-18,2012-01-31,14,33.4353,-114.7177,55.6,25.0,275.0,85,74718823158,"BLYTHE ASOS, CA US",20.367138223415584,55.811764705882354,79.0,71.82941176470588,0.0,17,4.7176470588235295,24.1,19.41176470588235,558.1176470588235
